regulators	output
ATHB_21,PDF2	AT5G53760,AT3G52920,AT5G54510,AT3G29185,AT3G60490,AT1G58270,AT3G60550,AT5G57050,AT2G26400,AT4G28720,AT5G01370,AT3G08030,AT2G38120,AT1G76490,AT5G10770,AT1G04250,AT4G22570,AT5G47560,AT3G04350,AT4G28040,AT3G61980,AT5G18490,AT2G30140,AT1G17140
ABI5,PDF2	AT2G18550,AT2G18700,AT4G36740,AT1G05100,AT3G60490,AT5G66700,AT1G56600,AT1G73590,AT2G39980,AT3G19590,AT5G01740,AT3G08030,AT1G76240,AT2G37660,AT3G26510,AT1G58270,AT4G28720,AT5G47560,AT5G57050,AT5G08640,AT3G14890,AT2G30140,AT5G54510,AT3G23670,AT2G36630,AT2G38820,AT2G38400,AT5G23420,AT2G04550,AT4G32890,AT1G01120,AT1G76410,AT3G08670,AT2G44130,AT5G11090,AT4G10040
NAC6_ORE1,PDF2	AT5G64230,AT2G38120,AT2G26400,AT2G42900,AT5G64330,AT3G08670,AT1G01120,AT1G58270,AT2G37660,AT3G08030
SPCH,PDF2	AT1G09070,AT3G52920,AT3G13120,AT3G61980,AT2G42900,AT4G28040,AT3G08670,AT3G08770,AT1G58270,AT4G02800,AT1G76490,AT5G57030,AT5G18490,AT2G39980,AT4G22570,AT5G14690,AT4G28720,AT5G47560,AT1G05100,AT4G02060,AT1G79520,AT2G30140,AT2G19810,AT3G04760,AT5G66700,AT2G38820,AT1G76410,AT5G23420,AT2G04550
DOF5_4,PDF2	AT3G08030,AT5G66700,AT4G10040,AT5G53760,AT1G09070,AT2G18550,AT3G13120,AT1G17140,AT2G38120,AT3G08670,AT3G60550,AT1G76490,AT2G39980,AT4G02800,AT4G22570,AT5G67600,AT1G05100,AT4G28720,AT2G46650,AT2G04550,AT2G26400,AT5G11090,AT3G49780,AT1G79520,AT5G23420,AT5G51545,AT1G17830,AT4G32890,AT5G64330,AT5G54510,AT2G38400,AT5G01370,AT1G73590,AT5G02020,AT1G04250,AT1G74210,AT1G14730,AT1G76410,AT5G19260,AT2G14750,AT5G04320,AT2G44130,AT3G12500,AT3G60490,AT5G08640,AT4G29690,AT3G14890
NAC002,PDF2	AT5G64230,AT3G08030,AT5G66700,AT4G28040,AT1G58270,AT2G42900,AT2G18550,AT5G18490,AT1G17140,AT2G38120,AT3G08670,AT5G14690,AT1G76490,AT5G47560,AT3G04760,AT2G18700,AT1G01120,AT1G05100,AT4G28720,AT2G30140,AT1G33055,AT2G26400,AT5G11090,AT3G49780,AT3G26510,AT1G76240,AT5G51545,AT2G29090,AT4G32890,AT5G64330,AT5G54510,AT2G38400,AT5G01370,AT1G73590,AT4G04620,AT1G04250,AT4G36740,AT1G14730,AT3G19590,AT5G19260,AT2G14750,AT3G60490,AT3G12500
ZAT10,PDF2	AT3G14890,AT3G08770,AT3G08030,AT2G19810,AT3G23670,AT5G53760,AT5G57030,AT1G58270,AT2G44130,AT4G31800,AT2G42900,AT3G19590,AT1G76490,AT5G01740,AT2G37040,AT4G36740,AT2G39980,AT1G05100,AT3G49780,AT1G79520,AT5G57050,AT2G18550,AT5G67270,AT5G10770,AT4G02060,AT5G54510,AT2G29090,AT5G64330,AT1G17140,AT2G18700,AT5G66690,AT3G29185,AT1G76410,AT3G47340,AT1G04250,AT5G47560,AT5G14690,AT3G08670,AT1G08560,AT2G14750,AT2G38120,AT2G37660,AT4G29690,AT3G60490,AT5G11090,AT5G04320,AT5G51545,AT5G08030,AT3G13120,AT5G23420,AT1G17830,AT5G64230
ATHB_6,HSFB2B	AT1G53180,AT2G46600,AT5G01370,AT5G48360,AT5G54300,AT2G36220,AT3G50560,AT1G76240,AT4G34290,AT3G23150,AT3G48730
WRKY18,HSFB2B	AT3G48730,AT1G53180,AT3G45980,AT5G01370,AT5G23940,AT5G54300,AT2G36220,AT1G68840,AT1G78570,AT4G34290,AT3G23150,AT2G29570,AT3G26510,AT4G33400,AT3G02250,AT1G01520,AT5G03210
SVP,HSFB2B	AT3G50560,AT3G48730,AT1G53180,AT4G29690,AT5G01370,AT5G64230,AT3G53230,AT2G36220,AT1G68840,AT1G78570,AT4G34290,AT2G28110,AT1G01520,AT3G02250
ERF003,HSFB2B	AT5G03210,AT5G48360,AT5G54300,AT5G51440,AT5G03460,AT1G07370,AT5G64230,AT3G01400,AT2G36220,AT1G68840,AT3G11690,AT4G34290,AT2G28110,AT3G26510
GBF3,HSFB2B	AT3G26510,AT3G02250,AT3G50560,AT5G54300,AT2G46600,AT5G03460,AT3G45980,AT5G64230,AT3G01400,AT2G36220,AT1G68840,AT3G11690,AT4G34290,AT2G28110,AT4G33400,AT1G01520,AT5G11160,AT3G08970,AT1G78570,AT3G03830,AT2G30140,AT1G76240,AT5G23940,AT1G53180,AT1G26800,AT1G21410,AT5G01370,AT3G23150
ABF3,HSFB2B	AT3G23150,AT3G26510,AT5G03210,AT3G50560,AT5G54300,AT2G46600,AT5G03460,AT3G45980,AT3G01210,AT3G01400,AT2G36220,AT1G68840,AT3G53230,AT5G01370,AT2G28110,AT4G33400,AT1G01520,AT1G21410,AT3G08970,AT1G78570,AT3G03830,AT1G26800,AT1G53180,AT5G23940
GBF2,HSFB2B	AT5G23940,AT1G76240,AT3G45980,AT5G03210,AT3G50560,AT5G54300,AT1G53180,AT5G03460,AT1G01520,AT1G26800,AT3G01400,AT2G36220,AT2G28110,AT5G01370,AT3G03830,AT4G33400,AT1G68840,AT1G21410,AT3G08970,AT1G78570
ATHB_40,HSFB2B	AT2G30140,AT3G02250,AT1G76240,AT3G45980,AT4G29690,AT5G54300,AT3G53230,AT1G53180,AT3G11690,AT5G03210,AT3G03830,AT5G48360,AT5G01370,AT1G68840,AT2G28110,AT2G36220,AT1G26800,AT3G23150,AT4G31610,AT2G46600,AT5G11160,AT3G50560
ZAT6,HSFB2B	AT3G50560,AT2G30140,AT5G64230,AT1G76240,AT3G45980,AT4G29690,AT5G54300,AT3G53230,AT1G53180,AT3G01400,AT5G23940,AT1G78570,AT3G26510,AT5G01370,AT1G21410,AT4G33400,AT2G36220,AT1G26800,AT3G23150,AT5G03460,AT2G46600,AT5G11160,AT3G08970,AT5G51440,AT3G01210,AT1G66080,AT1G01520
ATHB_21,HSFB2B	AT5G03210,AT3G50560,AT2G30140,AT4G31610,AT2G46600,AT3G23150,AT1G26800,AT5G54300,AT2G36220,AT5G01370
HEC1,HSFB2B	AT1G01520,AT3G50560,AT5G03210,AT3G11690,AT1G53180,AT5G23940,AT1G68840,AT2G36220,AT5G54300,AT2G46600,AT3G26510,AT3G01400,AT2G28110,AT1G21410,AT2G30140,AT1G66080,AT4G29690,AT5G03460,AT1G26800,AT5G11160
SPCH,HSFB2B	AT5G11160,AT1G01520,AT3G23150,AT5G54300,AT1G53180,AT2G30140,AT5G03210,AT2G36220,AT5G48360,AT2G28110,AT5G23940,AT1G26800,AT2G46600,AT5G03460
NAC102,HSFB2B	AT5G03460,AT5G64230,AT1G21410,AT3G23150,AT5G01370,AT1G53180,AT2G30140,AT5G03210,AT2G36220,AT3G08970,AT2G28110,AT5G23940,AT1G26800,AT3G26510,AT1G78570,AT3G01210,AT1G68840
ATHB_53,HSFB2B	AT3G02250,AT3G50560,AT3G11690,AT2G28110,AT3G23150,AT5G01370,AT5G03210
DOF5_4,HSFB2B	AT5G03210,AT3G02250,AT1G01520,AT3G11690,AT2G28110,AT5G54300,AT5G01370,AT5G48360,AT2G46600,AT4G29690,AT1G53180,AT4G31610,AT4G33400,AT1G66080,AT1G78570
NAC002,HSFB2B	AT2G30140,AT5G64230,AT3G48730,AT5G23940,AT1G26800,AT2G28110,AT5G54300,AT5G01370,AT3G26510,AT3G53230,AT1G07370,AT1G76240,AT4G31610
ZAT10,HSFB2B	AT1G53180,AT5G64230,AT3G50560,AT1G26800,AT4G31610,AT5G54300,AT1G07370,AT5G11160,AT5G23940,AT3G23150,AT1G66080,AT4G33400,AT5G03460,AT3G02250,AT1G21410,AT3G47450,AT1G01520,AT4G29690,AT3G11690,AT5G48360
ERF014,HSFB2B	AT3G02250
ANAC032,HSFB2B	AT3G50560,AT1G26800,AT1G76240,AT1G53180,AT3G23150,AT5G64230,AT5G23940,AT4G33400,AT5G03460,AT5G51440,AT1G78570,AT5G01370,AT3G26510,AT1G21410,AT3G11690,AT2G46600,AT3G08970,AT2G30140,AT2G36220,AT3G01210
ATHB_6,TCX2	AT5G38610,AT2G22680,AT2G38760,AT4G17030,AT1G70940,AT1G66540,AT1G31690,AT1G64780,AT2G22610,AT5G38020,AT1G04610,AT5G51600,AT4G30410,AT1G23000,AT3G29185,AT4G30270,AT3G52870,AT5G25190,AT3G48730,AT2G10940,AT1G59540,AT1G53140,AT1G73500,AT2G18550,AT1G36060,AT5G22940,AT5G01370,AT5G38690,AT5G07000,AT2G17620,AT5G56540,AT1G30040,AT1G44110,AT2G38400,AT4G37890,AT2G01830,AT5G51560,AT4G10390,AT3G08770,AT2G40900,AT3G52920,AT3G59940,AT2G39220,AT2G34640,AT1G58340,AT1G05100,AT2G28400,AT2G43060,AT1G48000,AT5G20700,AT1G14890,AT1G16850,AT1G49430,AT3G53420,AT2G25900,AT1G17190,AT2G44130,AT1G56220,AT3G08030,AT5G16715,AT1G61890,AT1G61667,AT4G27260,AT5G54510,AT1G48610,AT4G17840,AT1G58270,AT5G54490,AT3G26520,AT5G57340,AT3G05490,AT5G51670,AT1G17140
WRKY18,TCX2	AT2G22430,AT5G38610,AT5G37540,AT5G49360,AT1G36940,AT2G36080,AT3G45980,AT1G31690,AT1G64780,AT2G22610,AT5G38020,AT1G04610,AT5G03230,AT4G30410,AT1G23000,AT3G29185,AT4G30270,AT3G52870,AT5G25190,AT3G48730,AT4G31850,AT1G59540,AT1G53140,AT3G13120,AT2G18550,AT1G36060,AT5G22940,AT5G01370,AT5G38690,AT3G01810,AT5G27330,AT4G33400,AT1G30040,AT4G04890,AT2G38400,AT4G37890,AT2G01830,AT5G51560,AT4G10390,AT2G07170,AT2G26910,AT3G52920,AT3G59940,AT5G05690,AT2G34640,AT1G58340,AT1G05100,AT2G28400,AT2G43060,AT1G16530,AT3G18550,AT2G37750,AT1G16850,AT1G49430,AT3G02250,AT2G25900,AT1G17190,AT2G44130,AT1G48100,AT3G08030,AT5G16715,AT1G61890,AT1G02470,AT4G27260,AT5G54510,AT1G48610,AT2G02500,AT1G58270,AT3G59760,AT3G26520,AT5G57340,AT3G05490,AT1G71960,AT2G26180,AT3G47340,AT2G04032,AT1G64900,AT2G26400,AT3G17360,AT1G06430,AT1G73830,AT4G05520,AT2G14750,AT5G67600,AT3G45600,AT2G42620,AT4G23820,AT4G32770,AT1G75810,AT1G31710,AT3G61630,AT5G44260,AT5G51545,AT5G01840,AT1G04310,AT4G21820,AT3G61610,AT4G35720,AT1G35430,AT4G22190,AT1G73590,AT4G23410,AT1G27730,AT2G17560,AT5G60850,AT3G23890,AT3G18560,AT4G23800,AT3G54630,AT1G14730,AT5G52320,AT2G16720,AT2G26170,AT1G70000,AT5G02020
SVP,TCX2	AT1G06080,AT2G22430,AT5G38610,AT1G44830,AT4G17030,AT1G70940,AT2G36080,AT1G66540,AT2G39010,AT1G64780,AT5G51600,AT1G05190,AT1G04610,AT1G73500,AT4G30410,AT1G44110,AT5G39210,AT4G30270,AT2G40900,AT2G39220,AT3G48730,AT4G31850,AT5G48600,AT5G03870,AT3G13120,AT2G18550,AT5G51670,AT5G22940,AT5G01370,AT4G04620,AT3G01810,AT1G23050,AT2G40610,AT1G30040,AT5G53970,AT4G10040,AT5G05740,AT2G01830,AT5G51560,AT3G27160,AT4G34160,AT2G26910,AT3G52920,AT3G19590,AT5G05690,AT4G22570,AT1G58340,AT1G75150,AT4G16690,AT2G43060,AT1G33055,AT5G16110,AT5G52320,AT1G14730,AT1G49430,AT3G02250,AT2G25900,AT1G17190,AT3G18560,AT1G73590,AT3G08030,AT1G35430,AT5G51545,AT5G44260,AT3G61630,AT5G54510,AT1G31710,AT1G73830,AT2G04032,AT3G59760,AT3G26520,AT5G57340,AT3G47340
GBF3,TCX2	AT2G22680,AT1G06080,AT2G22430,AT5G38610,AT1G36940,AT3G47340,AT1G22985,AT2G36080,AT1G17140,AT3G52870,AT1G52140,AT1G48000,AT1G14890,AT1G04610,AT1G73500,AT1G44830,AT4G17840,AT5G37540,AT5G24850,AT2G15580,AT2G39220,AT1G71970,AT3G43430,AT5G57410,AT1G23040,AT5G49360,AT5G19110,AT1G76410,AT3G59940,AT3G12050,AT1G05100,AT2G28400,AT1G16850,AT2G44130,AT1G30040,AT3G54630,AT5G60850,AT1G27730,AT3G45980,AT5G01840,AT1G48610,AT2G42620,AT3G45600,AT1G70940,AT1G58270,AT5G05690,AT1G64900,AT1G71960,AT3G26520,AT3G61630,AT2G43060,AT5G44260,AT5G51545,AT1G35430,AT1G14730,AT1G73590,AT2G18050,AT2G25900,AT1G17190,AT3G02250,AT3G08030,AT1G49430,AT5G52320,AT5G16110,AT5G07000,AT5G54510,AT1G31710,AT1G73830,AT2G04032,AT5G56540,AT4G16690,AT5G57340,AT2G39010,AT1G75150,AT1G64780,AT1G58340,AT2G26400,AT5G02020,AT1G06430,AT4G22570,AT1G05190,AT1G53140,AT3G19590,AT3G52920,AT4G30410,AT4G23820,AT4G32770,AT1G44110,AT1G22640,AT4G34160,AT4G27260,AT1G56220,AT3G27160,AT1G04310,AT5G51560,AT3G61610,AT4G35720,AT1G61890,AT4G22190,AT5G16715,AT4G23410,AT2G01830,AT2G17560,AT5G05740,AT3G23890,AT1G48100,AT4G23800,AT4G10040,AT5G53970,AT2G40610,AT2G16720,AT1G36060,AT1G70000,AT2G37750,AT1G61667,AT1G01080,AT4G30270,AT1G23050,AT3G01810,AT4G02530,AT5G54490,AT5G22880,AT2G19760,AT4G27030,AT4G04620,AT1G05440,AT2G34640,AT5G17850,AT5G01370,AT1G06640,AT1G09450,AT5G22940,AT2G40900,AT4G33400,AT1G21410,AT5G51670,AT5G46580,AT3G61260,AT4G04890,AT2G38400,AT3G13120,AT3G56290,AT4G27450,AT4G37890
ABF3,TCX2	AT4G37890,AT2G22680,AT5G25190,AT2G22430,AT4G21820,AT1G23000,AT3G47340,AT1G33055,AT2G36080,AT1G17140,AT3G52870,AT3G05490,AT2G14750,AT1G14890,AT3G25660,AT1G73500,AT1G44830,AT4G17840,AT5G37540,AT5G24850,AT2G15580,AT5G62790,AT1G71970,AT3G43430,AT5G57410,AT1G23040,AT2G18550,AT4G10390,AT1G76410,AT3G59940,AT4G27450,AT1G05100,AT2G28400,AT1G16850,AT2G44130,AT1G30040,AT3G54630,AT5G60850,AT1G27730,AT3G45980,AT5G01840,AT3G56290,AT2G38400,AT3G45600,AT1G70940,AT1G58270,AT5G05690,AT1G64900,AT1G71960,AT3G61260,AT3G61630,AT2G43060,AT5G44260,AT5G51545,AT5G51670,AT1G21410,AT4G33400,AT2G18050,AT2G25900,AT1G17190,AT2G40900,AT3G08030,AT1G49430,AT5G52320,AT5G16110,AT5G07000,AT5G22940,AT1G31710,AT1G73830,AT1G09450,AT5G56540,AT4G16690,AT5G57340,AT2G39010,AT1G75150,AT1G64780,AT1G58340,AT1G06640,AT5G02020,AT1G06430,AT4G22570,AT5G01370,AT1G53140,AT3G19590,AT3G52920,AT4G30410,AT4G23820,AT4G32770,AT1G44110,AT1G22640,AT4G34160,AT5G17850,AT1G56220,AT1G05440,AT4G04620,AT5G51560,AT3G61610,AT4G35720,AT1G61890,AT4G27030,AT5G16715,AT2G19760,AT2G01830,AT2G17560,AT5G05740,AT5G22880,AT1G48100,AT5G54490,AT4G10040,AT5G53970,AT2G40610,AT2G16720,AT1G36060,AT1G70000,AT2G37750,AT1G61667,AT4G02530,AT4G30270,AT3G01810
BRC1,TCX2	AT5G03230,AT3G53420,AT5G20700,AT1G75810,AT2G22430,AT2G26170,AT1G21810,AT5G49360,AT5G19110,AT2G36080,AT1G35430,AT1G14730,AT5G54510,AT2G14750,AT4G27260,AT2G34640,AT1G73500,AT1G23050,AT1G70000,AT5G37540,AT5G24850,AT2G15580,AT5G62790,AT1G71970,AT3G43430,AT2G16720,AT1G23040,AT2G18550,AT5G53970,AT1G48100,AT3G59940,AT5G22880,AT1G05100,AT2G17560,AT4G35720,AT5G51560,AT1G30040,AT1G56220,AT5G60850,AT5G17850,AT4G34160,AT5G01840,AT3G56290,AT2G38400,AT3G45600,AT1G22640,AT1G58270,AT5G05690,AT3G19590,AT1G71960,AT5G02020,AT3G61630,AT2G43060,AT5G44260,AT1G58340,AT2G39010,AT5G22940,AT5G07000,AT5G16110,AT2G25900,AT2G40900
ATHB_40,TCX2	AT5G67600,AT3G02250,AT3G09210,AT2G38760,AT1G31690,AT3G45980,AT1G73590,AT2G22680,AT1G76410,AT4G05520,AT2G26910,AT1G02470,AT1G16530,AT4G04890,AT1G49430,AT1G73500,AT2G40900,AT4G22570,AT5G52320,AT2G43060,AT1G48000,AT1G17140,AT4G30270,AT3G18550,AT1G58270,AT4G22190,AT1G05100,AT4G17840,AT3G59940,AT3G53420,AT1G75810,AT4G10390,AT2G40610,AT5G51560,AT2G39220,AT4G27260,AT5G60850,AT1G16850,AT4G34160,AT5G01840,AT2G01830,AT2G19760,AT3G45600,AT1G22640,AT5G38610,AT5G05690,AT1G27730,AT5G54510,AT3G43430,AT1G66540,AT1G70940,AT1G70000,AT1G58340,AT2G26170,AT1G53140,AT5G37540,AT1G21810,AT4G17030,AT5G51670,AT3G01810,AT1G64780,AT5G57340,AT5G56540,AT1G31710,AT1G73830,AT1G09450,AT2G18550,AT4G37890,AT2G18050,AT1G33055,AT5G01370,AT1G17190,AT2G15580,AT1G71970,AT5G38020,AT2G25900,AT3G52870,AT5G16110,AT5G07000,AT5G22940,AT2G39010,AT4G30410,AT2G10940,AT5G19110,AT1G44110,AT1G64900,AT1G22985,AT1G52140,AT1G71960,AT2G26400,AT1G23050,AT2G17620,AT3G61610,AT2G34640,AT1G61890,AT2G16720,AT1G14890,AT5G20700,AT2G42620,AT3G56290,AT2G04032,AT2G28400,AT4G27450,AT5G54490,AT5G17850,AT1G56220,AT1G30040,AT1G35430,AT3G17360,AT5G57410,AT4G10040,AT1G61667,AT1G14730,AT5G51600,AT1G59540,AT1G04610,AT5G25190,AT4G23410,AT1G48100,AT2G38400,AT1G44830,AT3G27160,AT1G23000,AT1G05190,AT2G36080,AT1G36060,AT4G04620,AT3G08770,AT5G02020,AT3G05490,AT5G46580,AT5G16715,AT3G08030,AT3G26520,AT5G49360,AT3G52920,AT1G48610,AT5G03870,AT2G22430,AT5G53210,AT5G48600,AT3G18560,AT5G38690,AT5G62790,AT2G07170,AT1G36940,AT5G27330,AT3G29185
ATHB_21,TCX2	AT1G31690,AT2G26910,AT4G04890,AT4G22190,AT3G59940,AT5G51560,AT5G54510,AT1G06080,AT2G22680,AT1G21810,AT5G27330,AT5G62790,AT1G64780,AT1G09450,AT3G08030,AT1G49430,AT5G16715,AT2G40900,AT4G22570,AT5G52320,AT2G43060,AT5G19110,AT1G17140,AT4G30270,AT1G52140,AT1G58270,AT2G26400,AT1G23000,AT2G34640,AT1G30040,AT1G04610,AT3G17360,AT1G61667,AT1G56220,AT4G27450,AT2G28400,AT4G27260,AT5G25190,AT5G20700,AT2G16720,AT5G01840,AT1G61890,AT1G23050,AT3G45600,AT3G27160,AT1G71960,AT2G36080,AT4G30410,AT5G16110,AT5G46580,AT5G49360,AT1G70940,AT1G70000,AT1G71970,AT2G15580,AT1G17190,AT5G01370,AT3G52920,AT3G29185,AT5G51670,AT1G48610,AT2G22430,AT5G57340,AT1G31710
HAT2,TCX2	AT1G31710,AT2G18550,AT3G61630,AT5G28500,AT1G48000,AT1G16850,AT3G02250,AT1G73500,AT4G22190,AT3G53420,AT3G45980,AT1G66540,AT4G16690,AT4G17030,AT5G54490,AT2G10940,AT1G05100,AT3G25660,AT5G27330,AT1G14890,AT1G35430,AT3G08030,AT1G49430,AT1G71960,AT2G42620,AT1G61890,AT2G01830,AT1G36060,AT3G05490,AT1G30040,AT1G04610,AT2G25900,AT1G58340,AT5G57340,AT3G52920,AT2G28400,AT2G15580,AT5G49360,AT5G46580,AT3G27160,AT1G58270
HEC1,TCX2	AT1G58270,AT1G21410,AT2G44130,AT3G61630,AT3G19590,AT3G61260,AT1G16850,AT2G26910,AT1G73500,AT4G22190,AT3G53420,AT5G24850,AT1G23040,AT3G59940,AT3G18550,AT4G35720,AT2G10940,AT1G05100,AT3G25660,AT1G04310,AT1G14890,AT1G35430,AT3G08030,AT4G02530,AT1G71960,AT2G42620,AT2G39220,AT2G01830,AT5G54510,AT3G05490,AT1G30040,AT4G10040,AT2G25900,AT1G76410,AT5G57340,AT1G64780,AT5G53970,AT2G15580,AT5G49360,AT4G23820,AT5G03870,AT1G23050,AT3G45600,AT1G06080,AT5G44260,AT2G36080,AT4G30410,AT5G16110,AT2G16720,AT5G20700,AT1G70940,AT1G70000,AT1G71970,AT5G25190,AT5G60850,AT1G21810,AT4G27260,AT4G17840,AT5G51670,AT1G27730,AT2G22430,AT4G27450,AT1G73830,AT1G48100,AT3G01810,AT4G23410,AT1G75810,AT1G33055,AT1G14730,AT4G10390,AT2G40610,AT2G26170,AT1G56220,AT1G61667,AT2G17560,AT5G37540,AT4G30270,AT5G22940,AT2G39010,AT3G56290,AT3G47340,AT2G38400,AT3G61610,AT1G64900,AT1G22640,AT2G43060,AT5G05690
ABI5,TCX2	AT2G18550,AT1G58270,AT1G21410,AT2G44130,AT3G61630,AT3G19590,AT3G61260,AT1G16850,AT5G51560,AT1G48000,AT3G09210,AT3G53420,AT5G24850,AT1G23040,AT3G59940,AT3G45980,AT4G35720,AT1G73590,AT1G05100,AT4G04890,AT1G04310,AT5G54490,AT2G38760,AT3G08030,AT1G61890,AT1G71960,AT2G42620,AT2G39220,AT1G04610,AT5G54510,AT4G34160,AT2G18050,AT4G10040,AT2G25900,AT1G76410,AT1G52140,AT1G64780,AT5G53970,AT2G22680,AT2G40900,AT1G48610,AT5G16715,AT2G43060,AT3G45600,AT1G22640,AT5G44260,AT1G64900,AT2G38400,AT5G16110,AT5G22940,AT5G20700,AT5G37540,AT2G17560,AT1G56220,AT1G75810,AT5G60850,AT4G23410,AT4G27260,AT1G48100,AT5G51670,AT2G22430
ATHB_53,TCX2	AT5G05690,AT1G31710,AT1G58270,AT1G49430,AT5G53210,AT2G26910,AT5G38610,AT1G73500,AT1G48000,AT1G58340,AT4G30270,AT2G26170,AT1G14890,AT2G26400,AT4G22190,AT5G52320,AT2G01830,AT5G20700,AT3G09210,AT2G22680,AT4G16690,AT2G18550,AT3G02250,AT5G60850,AT1G61890,AT1G22985,AT3G52920,AT2G10940,AT2G28400,AT4G05520,AT1G66540,AT2G22430,AT1G16530,AT1G30040,AT4G17030,AT1G48610,AT5G01370,AT1G35430,AT5G27330,AT1G71960,AT1G36060,AT3G27160,AT2G43060,AT5G49360,AT1G22640,AT1G04610,AT5G37540,AT4G37890,AT3G08030,AT2G38760,AT1G16850,AT5G54510,AT4G34160,AT1G56220,AT5G46580,AT5G38690,AT1G23000,AT1G33055,AT2G39010,AT2G36080,AT1G61667,AT2G16720,AT2G25900,AT2G15580,AT3G61610,AT3G01810,AT5G01840,AT1G70940,AT1G70000,AT5G57340,AT5G25190,AT1G71970,AT5G38020,AT1G52140,AT2G40900,AT4G27450,AT4G10390,AT1G17190,AT1G64780,AT1G48100,AT4G30410,AT1G21810,AT5G54490,AT3G08770,AT3G45600,AT2G34640,AT5G51670,AT2G19760,AT1G44110,AT5G16715,AT4G22570,AT3G29185,AT5G19110,AT4G27260,AT1G23050,AT2G17620,AT5G56540,AT2G04032,AT3G43430,AT5G16110,AT1G73590,AT4G23410,AT1G36940,AT1G17140
AtbZIP52,TCX2	AT1G31710,AT2G26910,AT2G44130,AT3G18550,AT1G04310,AT4G02530,AT2G42620,AT1G71960,AT3G05490,AT3G13120,AT1G48610,AT4G30270,AT5G27330,AT2G38760,AT5G38690,AT2G39010,AT5G57340,AT2G07170,AT5G51560,AT4G23820,AT5G19110,AT5G56540,AT4G21820,AT5G53970,AT2G04032,AT1G61890,AT4G27260,AT3G19590,AT1G59540,AT1G44830,AT3G17360,AT5G51670,AT5G22940,AT1G05100,AT1G14730,AT5G51600,AT5G16715,AT1G64780,AT3G59940,AT5G46580,AT5G54510,AT5G37540
ZAT10,TCX2	AT3G45600,AT1G17140,AT1G71970,AT5G05690,AT1G04310,AT5G25190,AT5G60850,AT2G42620,AT3G13120,AT4G27030,AT1G21410,AT3G61630,AT1G58270,AT1G49430,AT3G25660,AT5G53210,AT5G57340,AT4G30270,AT5G51560,AT4G23820,AT5G27330,AT3G59760,AT1G76410,AT2G07170,AT5G19110,AT3G52870,AT5G56540,AT5G05740,AT2G40610,AT1G36060,AT1G04610,AT3G02250,AT5G22940,AT1G05100,AT1G22985,AT4G21820,AT5G16715,AT1G72670,AT3G59940,AT2G10940,AT4G33400,AT3G09210,AT3G54630,AT5G37540,AT1G30040,AT1G66540,AT4G37890,AT2G16720,AT3G27160,AT1G23000,AT3G47340,AT3G01810,AT1G17190,AT1G70940,AT4G27260,AT3G19590,AT2G14750,AT1G59540,AT1G64900,AT1G53140,AT2G44130,AT1G44830,AT5G20700,AT3G61610,AT2G40900,AT5G01840,AT4G27450,AT3G17360,AT3G61260,AT1G58340,AT5G51670,AT3G12050,AT1G48000,AT4G35720,AT4G10390,AT1G56220,AT4G34160,AT1G44110,AT1G43560,AT1G16530,AT1G64780,AT1G06640,AT1G75810,AT4G05520,AT4G31850,AT2G22610,AT5G54510,AT4G04890,AT5G49360,AT3G08030,AT2G39220,AT3G23890,AT5G51545,AT4G23410,AT1G14890,AT4G17030,AT5G48600,AT1G02470,AT2G18550,AT4G17840,AT3G08770,AT3G26520,AT5G62790,AT2G34640,AT1G06080,AT3G29185
VIP1,TCX2	AT3G05490,AT1G71960,AT2G25900,AT1G04310,AT5G54510,AT4G27260,AT5G22940,AT5G27330,AT5G51560,AT4G30270,AT5G57340
RGA,WRKY18	AT1G03610,AT1G25560,AT3G29575,AT2G22430,AT3G13120,AT4G29190,AT3G26510,AT5G02230,AT5G49360,AT3G24190,AT3G14067,AT5G23940,AT5G47370,AT4G15550,AT4G13010,AT3G10985,AT5G18490,AT2G36080,AT5G06980
